Short Name,Features,Custom Name
exp_0_0_0_79,pA1LacO|r2|EGFPm|t2|ColE1,
exp_0_0_0_80,pA1LacO|r2|EGFPm|t2|ColE1,
exp_0_0_0_81,pA1LacO|r2|EGFPm|t2|ColE1,
exp_0_0_0_82,pA1LacO|r2|EGFPm|t2|ColE1,
exp_0_0_0_83,pA1LacO|r2|EGFPm|t2|ColE1,
exp_0_1_0_0,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_1,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_2,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_3,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_4,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_5,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_6,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_7,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_8,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_9,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_10,para-1|r1|EGFPm|t1|ColE1,
exp_0_1_0_11,para-1|r1|EGFPm|t1|ColE1,
exr_0_1_0_0,para-1|BCD8|srpR|HelicalLinker|EBFP2|TAG|B0015|ColE1,srpR_bfp_LAA_EXPRESSEE
exr_0_1_0_1,para-1|BCD8|srpR|HelicalLinker|EBFP2|B0015|ColE1,
exr_0_1_0_2,para-1|BCD8|lmrA|HelicalLinker|EBFP2|TAG|B0015|ColE1,
exr_0_1_0_3,para-1|BCD8|lmrA|HelicalLinker|EBFP2|B0015|ColE1,
exr_0_1_0_4,para-1|BCD8|betI|HelicalLinker|EBFP2|TAG|B0015|ColE1,
exr_0_1_0_5,para-1|BCD8|betI|HelicalLinker|EBFP2|B0015|ColE1,betI_bfp_EXPRESSEE
exr_0_1_0_6,para-1|BCD8|BM3R1|HelicalLinker|EBFP2|TAG|B0015|ColE1,BM3R1_bfp_LAA_EXPRESSEE
exr_0_1_0_7,para-1|BCD8|BM3R1|HelicalLinker|EBFP2|B0015|ColE1,
exr_0_1_0_8,para-1|BCD8|phlF|HelicalLinker|EBFP2|TAG|B0015|ColE1,
exr_0_1_0_9,para-1|BCD8|phlF|HelicalLinker|EBFP2|B0015|ColE1,
exr_0_1_0_10,para-1|BCD8|lacIm|HelicalLinker|EBFP2|TAG|B0015|ColE1,lacI_bfp_LAA_EXPRESSEE
exr_0_1_0_11,para-1|BCD8|lacIm|HelicalLinker|EBFP2|B0015|ColE1,lacI_bfp_EXPRESSEE
exr_0_1_0_12,para-1|BCD8|tetR|HelicalLinker|EBFP2|TAG|B0015|ColE1,tetR_bfp_AAV_EXPRESSEE
exr_0_1_0_13,para-1|BCD8|tetR|HelicalLinker|EBFP2|B0015|ColE1,
